timestamp,visitorid,event,itemid,transactionid
1430622918563,18680,view,32150,
1430622920427,7882,view,5018,
1430622922406,51757,view,10499,
1430622927668,92359,view,17726,
1430622930536,168223,view,26067,
1430622930689,146877,view,10484,
1430622933082,92378,view,4347,
1430622933406,171019,view,9549,
1430622938986,130202,view,47631,
1430622940285,108446,view,46128,
1430622940914,192997,view,9967,
1430622946248,68051,view,14618,
1430622950792,47691,view,24057,
1430622963769,129689,view,32983,
1430622964150,74556,view,25480,
1430622967896,14201,view,20907,
1430622968619,76785,view,34074,
1430622969151,204581,view,19988,
1430622975897,74556,view,5645,
1430622978111,205254,view,9485,
1430622981079,37493,view,42861,
1430622981184,9627,view,16391,
1430622986704,110923,view,2892,
1430622995479,151931,view,47399,
1430622999379,45421,view,36137,
1430622999418,83961,view,26259,
1430623000561,74556,view,28211,
1430623001211,191852,view,41548,
1430623008917,59318,view,38907,
1430623010169,27469,view,4614,
1430623012992,76785,view,16535,
1430623013726,88071,view,40002,
1430623017864,76785,view,34074,
1430623024075,59318,view,44181,
1430623028898,76785,view,9250,
1430623030528,172085,view,26330,
1430623035655,57423,view,33117,
1430623039652,60187,view,12137,
1430623042790,13049,view,29192,
1430623043574,76785,view,34074,
1430623047577,36794,view,34298,
1430623053746,188410,view,29213,
1430623054516,104090,view,41164,
1430623063595,130202,view,11649,
1430623066163,9585,view,9608,
1430623071886,194758,view,44418,
1430623074847,196603,view,41473,
1430623082311,37493,view,42861,
1430623085139,172085,view,21169,
1430623094259,196603,view,41473,
1430623095685,76165,view,38335,
1430623098182,159678,view,15922,
1430623098261,200637,view,11805,
1430623101348,105335,view,6883,
1430623101834,161288,view,18702,
1430623102440,100881,view,25366,
1430623103696,200524,view,6387,
1430623103993,97472,view,49115,
1430623112039,53642,view,10922,
1430623114819,201655,view,35052,
1430623120795,39501,view,35289,
1430623126121,178428,view,19580,
1430623128926,201145,view,30064,
1430623133976,9585,view,19354,
1430623134309,156684,view,22768,
1430623137764,130202,view,34223,
1430623137922,130202,addtocart,34223,
1430623139802,174717,view,30064,
1430623142152,76785,addtocart,34074,
1430623146766,43437,view,32061,
1430623150639,39501,view,36218,
1430623151355,156684,view,29505,
1430623164194,151931,view,28557,
1430623165746,130202,view,34223,
1430623173124,167596,view,14719,
1430623181541,74556,view,5645,
1430623185889,200524,view,32587,
1430623194408,119695,view,35521,
1430623205603,39501,view,35289,
1430623208843,43437,view,7583,
1430623209879,74556,view,25682,
1430623216198,23142,view,49161,
1430623217904,39501,view,10377,
1430623219424,117482,view,24091,
1430623220231,47159,view,35272,
1430623222042,19655,view,25672,
1430623222657,202322,view,37054,
1430623224021,171019,view,16194,
1430623225115,52242,view,826,
1430623230710,91355,view,3789,
1430623233035,138629,view,45964,
1430623234603,145134,view,24747,
1430623238654,173476,view,441,
1430623240624,167119,view,17508,
1430623241016,39501,view,17509,
1430623253659,66444,view,3512,
1430623258737,202244,view,30037,
1430623260757,82861,view,25293,
1430623262181,26758,view,45364,
1430623269873,90824,view,40194,
1430623273616,189137,view,13741,
1430623274320,41470,view,29816,
1430623276828,74556,view,5645,
1430623279119,64934,view,14353,
1430623290404,186082,view,11041,
1430623295651,10279,view,43528,
1430623297240,1034,view,15954,
1430623298694,145192,view,8809,
1430623300158,96849,view,40931,
1430623301705,126442,view,22216,
1430623311294,64558,view,18389,
1430623313764,20683,view,27417,
1430623314607,90824,view,40194,
1430623320178,115291,view,16308,
1430623324358,33806,view,15173,
1430623325535,48782,view,9693,
1430623326587,151931,view,28557,
1430623330929,35875,view,32194,
1430623344809,72680,view,34880,
1430623352275,115291,view,48429,
1430623353784,39501,view,10377,
1430623356051,59744,view,41933,
1430623356206,39501,view,35289,
1430623359610,202244,view,39048,
1430623362825,115291,view,16308,
1430623367045,24005,view,46391,
1430623368517,171019,view,40606,
1430623382797,77859,view,27521,
1430623391830,111514,view,4724,
1430623393384,168788,view,36159,
1430623401228,125970,view,35919,
1430623402137,191747,view,19159,
1430623403051,182780,view,46570,
1430623409665,74556,view,25480,
1430623419292,114647,view,34402,
1430623419402,6723,view,28867,
1430623422443,202244,view,34987,
1430623428197,44021,view,36593,
1430623430446,185459,view,21977,
1430623431419,171019,view,28879,
1430623434587,59744,view,34847,
1430623437020,4711,view,23894,
1430623439790,3516,view,20197,
1430623445931,3516,addtocart,20197,
1430623447638,119998,view,4220,
1430623449052,185459,view,885,
1430623453579,31612,view,44106,
1430623462936,4711,addtocart,23894,
1430623463423,91525,view,3742,
1430623470410,92349,view,23658,
1430623475701,185459,view,885,
1430623476803,23610,view,36237,
1430623479871,171019,view,9549,
1430623487064,169662,view,4525,
1430623488493,138705,view,31444,
1430623490906,185459,view,885,
1430623493071,91525,view,24228,
1430623496946,62694,view,4525,
1430623499530,148336,view,2514,
1430623502485,179803,view,16564,
1430623506339,126784,view,20012,
1430623506882,114647,view,34402,
1430623508979,177534,view,39274,
1430623509303,63502,view,28173,
1430623510013,4711,view,28209,
1430623512081,32945,view,32617,
1430623518643,154918,view,8137,
1430623519244,202244,view,15183,
1430623530092,17536,view,40111,
1430623533253,6940,view,43766,
1430623535134,4711,addtocart,28209,
1430623537222,36213,view,38143,
1430623538971,63502,view,6659,
1430623541343,117559,view,19794,
1430623542926,164386,view,9618,
1430623553176,53642,view,42850,
1430623555665,27469,view,4614,
1430623563465,171019,view,40258,
1430623564090,168223,view,21932,
1430623568298,187837,view,9221,
1430623574661,38182,view,32479,
1430623576069,42877,view,1732,
1430623576811,202342,view,12966,
1430623579975,114713,view,22804,
1430623593941,117559,view,29259,
1430623605530,127362,view,37863,
1430623606639,183942,view,24351,
1430623610884,43810,view,36194,
1430623618470,71,view,10753,
1430623620825,193658,view,34057,
1430623623001,189765,view,32889,
1430623631225,145687,view,9403,
1430623633712,74556,view,46103,
1430623635059,6686,view,7094,
1430623641391,3516,transaction,20197,9765.0
1430623642675,145134,view,3812,
1430623644147,4711,view,1867,
1430623646321,153237,view,37221,
1430623647437,108440,view,26800,
1430623648267,168223,view,47331,
1430623651726,70569,view,48241,
1430623651839,21354,view,22311,
1430623657265,26663,view,10108,
1430623657610,145687,view,30532,
1430623657613,184315,view,19126,
1430623658415,185325,view,27320,
1430623660527,70569,view,48241,
1430623664160,74556,view,46103,
1430623665319,4711,view,1867,
1430623669270,110078,view,6690,
1430623671288,13215,view,40819,
1430623689008,6686,view,17173,
1430623689542,113459,view,12430,
1430623690168,71023,view,29314,
1430623692319,32945,view,32617,
1430623692942,168223,view,35765,
1430623695629,36790,view,35288,
1430623696851,58086,view,48408,
1430623697273,154918,view,2797,
1430623699141,182780,view,46570,
1430623699628,176580,view,17317,
1430623702399,43793,view,11127,
1430623706521,6686,view,7094,
1430623706838,95454,view,20310,
1430623708010,49895,view,10639,
1430623715109,127171,view,12578,
1430623715137,164696,view,23044,
1430623717365,166801,view,21181,
1430623718592,86867,view,20475,
1430623718907,116162,view,33833,
1430623721229,194134,view,28472,
1430623723486,116162,view,33833,
1430623729335,202244,view,21481,
1430623732561,203939,view,18693,
1430623733487,77880,view,42531,
1430623738741,168223,view,35765,
1430623739207,145687,view,33540,
1430623743264,173889,view,19526,
1430623743538,185325,view,49159,
1430623749183,169321,view,4248,
1430623750548,203939,addtocart,18693,
1430623755860,145134,view,3812,
1430623756443,147775,view,6259,
1430623756522,139756,view,45917,
1430623768352,201180,view,3304,
1430623772118,127232,view,35580,
1430623773654,66191,view,42667,
1430623775562,34762,view,41694,
1430623776848,154918,view,24660,
1430623776893,65912,view,39618,
1430623776958,36790,view,35288,
1430623777332,104090,view,41164,
1430623784587,166801,view,11012,
1430623784762,194134,view,15922,
1430623788113,185325,addtocart,49159,
1430623794409,4711,view,14578,
1430623797887,180116,view,21831,
1430623799644,149418,view,46780,
1430623801306,185325,view,27320,
1430623806446,160768,view,18463,
1430623809466,145134,view,3812,
1430623809497,120704,view,3111,
1430623812115,36790,view,35288,
1430623815822,163818,view,17115,
1430623819204,53564,view,27097,
1430623819766,163977,view,35184,
1430623820093,76165,view,38335,
1430623821757,185325,view,16654,
1430623822214,81214,view,49010,
1430623835144,127362,view,26882,
1430623835411,194134,view,28472,
1430623837057,127232,view,28510,
1430623839762,2438,view,46519,
1430623841510,123472,view,33018,
1430623843204,45628,view,42905,
1430623843707,82355,view,35125,
1430623843707,176791,view,40801,
1430623849972,3468,view,3625,
1430623852162,185325,view,27320,
1430623854634,179251,view,43488,
1430623857709,139748,view,35561,
1430623858792,202244,view,1453,
1430623859024,127362,view,37863,
1430623859434,39405,view,45455,
1430623860275,154918,view,46774,
1430623861073,185525,view,27097,
1430623866121,168223,view,43061,
1430623868499,127232,view,21825,
1430623868689,203392,view,31158,
1430623874628,169935,view,40665,
1430623876514,174762,view,8784,
1430623880504,17024,view,19187,
1430623882833,48188,view,9224,
1430623883067,185525,view,46432,
1430623884083,185525,view,47504,
1430623885209,49871,view,41406,
1430623885542,178556,view,3426,
1430623885568,166801,view,34624,
1430623886468,127232,view,28510,
1430623887582,29481,view,35679,
1430623887645,127792,view,22579,
1430623888297,94509,view,4330,
1430623891646,182122,view,2049,
1430623898256,198272,view,29661,
1430623905177,16552,view,17728,
1430623906615,34930,view,38068,
1430623910057,185008,view,12781,
1430623915209,153689,view,22773,
1430623918678,192899,view,19883,
1430623924778,166801,view,16591,
1430623926696,201180,view,3304,
1430623928839,138705,view,2750,
1430623933997,168223,view,11623,
1430623936918,97734,view,7604,
1430623940726,148474,view,34886,
1430623943047,185325,addtocart,27320,
1430623943218,185325,addtocart,27320,
1430623945611,89314,view,4683,
1430623947802,137677,view,11635,
1430623948412,21716,view,36938,
1430623951835,169713,view,2494,
1430623953646,133700,view,31622,
1430623965110,34930,addtocart,38068,
1430623965980,182122,view,19093,
1430623974698,166801,view,21181,
1430623976605,17024,view,34191,
1430623979574,182122,view,36712,
1430623982530,17024,view,19187,
1430623982845,142642,view,38915,
1430623991805,187977,view,24815,
1430623995660,150352,view,2694,
1430623998755,166801,view,11012,
1430624004195,168223,view,25785,
1430624020591,49186,view,35733,
1430624023275,68015,view,14963,
1430624030377,201180,view,21992,
1430624036499,125910,view,34057,
1430624042122,201180,view,3304,
1430624047854,98923,view,27769,
1430624052698,81691,view,4736,
1430624053037,108440,view,41454,
1430624054337,125747,view,27786,
1430624055520,106570,view,11407,
1430624056628,158770,view,26086,
1430624060436,169935,view,16245,
1430624062285,182122,view,48782,
1430624072307,202244,view,28173,
1430624072416,64648,view,43482,
1430624075692,124137,view,46276,
1430624080970,105605,view,35245,
1430624081835,175983,view,27549,
1430624088257,60187,view,12137,
1430624096662,142642,view,38896,
1430624097008,171401,view,31790,
1430624097934,194567,view,16772,
1430624098013,19432,view,17814,
1430624101772,119998,transaction,4220,1016.0
1430624104386,74684,view,802,
1430624106500,138808,view,28231,
1430624107859,60187,view,12137,
1430624111589,74684,view,46222,
1430624121964,74684,view,20405,
1430624122151,21165,view,1044,
1430624122569,26915,view,44277,
1430624129641,67234,view,13002,
1430624133094,49186,view,47512,
1430624136093,191036,view,20193,
1430624138317,70309,view,14858,
1430624138598,935,view,17709,
1430624142933,111578,view,49432,
1430624144494,13998,view,40537,
1430624149566,74556,view,8074,
1430624154321,70309,view,14858,
1430624164495,100753,view,14549,
1430624166056,149398,view,9857,
1430624169496,144298,view,37534,
1430624169843,106892,view,21632,
1430624175470,111578,view,8177,
1430624178010,144298,view,35961,
1430624182410,126270,view,28805,
1430624186168,144298,view,37534,
1430624190915,202244,view,40595,
1430624192784,57796,view,8924,
1430624195069,43810,view,30609,
1430624195606,144298,view,48716,
1430624196715,160246,view,24969,
1430624198734,149398,view,46365,
1430624199031,90664,view,30040,
1430624204540,144298,view,31897,
1430624207736,109833,view,31758,
1430624215843,149398,view,36952,
1430624216519,63502,view,28173,
1430624216877,142642,view,43989,
1430624219480,109833,view,26943,
1430624219590,149398,view,46365,
1430624220321,100753,view,23260,
1430624223623,111919,view,40341,
1430624223701,63013,view,39389,
1430624227930,107451,view,42597,
1430624228336,34768,view,37651,
1430624234085,100753,view,38372,
1430624235010,144298,view,33596,
1430624237256,77831,view,494,
1430624237994,57445,view,22337,
1430624242296,74556,view,5655,
1430624243215,77945,view,10979,
1430624245056,84055,view,6957,
1430624246367,202244,view,46432,
1430624248896,84055,addtocart,6957,
1430624253619,88988,view,41282,
1430624258289,133194,view,4801,
1430624264556,66250,view,30960,
1430624265228,84341,view,37172,
1430624265494,24530,view,39944,
1430624265978,111919,addtocart,40341,
1430624275411,111919,view,40341,
1430624280467,66250,view,35478,
1430624280783,84055,view,6957,
1430624281598,202244,view,16139,
1430624282228,100753,view,16287,
1430624283698,111919,view,7949,
1430624291209,111919,view,46104,
1430624291478,74556,addtocart,5655,
1430624294110,194278,view,13908,
1430624295070,168221,view,24192,
1430624299135,143427,view,32995,
1430624300830,21165,view,47793,
1430624304416,57445,view,22337,
1430624314862,83752,view,30818,
1430624318142,190988,view,46541,
1430624318532,12488,view,32871,
1430624320693,1795,view,41674,
1430624329820,172841,view,30854,
1430624330783,202244,view,46857,
1430624333007,154918,view,30250,
1430624333681,84341,addtocart,37172,
1430624338275,90391,view,38393,
1430624338841,175983,view,26754,
1430624343885,84341,addtocart,37172,
1430624343926,21666,view,18123,
1430624347072,74556,view,5655,
1430624349253,70945,view,26138,
1430624355523,21165,view,12002,
1430624364639,57796,view,8924,
1430624367787,44418,view,17293,
1430624371280,3104,view,38048,
1430624371672,167872,view,14260,
1430624376746,71472,view,2437,
1430624384685,83752,view,7135,
1430624385249,150885,view,27061,
1430624386142,173063,view,41495,
1430624391797,10382,view,41837,
1430624391885,104158,view,9587,
1430624397300,74375,view,40161,
1430624411802,96414,view,44303,
1430624414015,83752,view,38859,
1430624415111,85511,view,10957,
1430624415646,120289,view,9426,
1430624425692,100931,view,19490,
1430624431174,63608,view,26315,
1430624433493,166801,view,22866,
1430624437217,14253,view,44967,
1430624439483,90391,view,38393,
1430624443583,120289,view,26949,
1430624444162,168627,view,47874,
1430624456431,202244,view,11127,
1430624459779,130183,view,30285,
1430624461568,14465,view,17588,
1430624461881,74468,view,1373,
1430624463997,83752,view,10221,
1430624466376,137440,view,22747,
1430624473411,3104,view,28595,
1430624476697,166801,view,32823,
1430624477962,88937,view,16979,
1430624492999,193187,view,45952,
1430624494366,189137,view,13741,
1430624495400,25263,view,32979,
1430624496777,108274,view,39274,
1430624498579,113206,view,47025,
1430624498595,113206,view,37159,
1430624498595,113206,view,21597,
1430624498595,113206,view,20946,
1430624527239,100931,view,19490,
1430624530502,150906,view,37535,
1430624531676,108274,view,25827,
1430624536393,110381,view,4815,
1430624542440,115437,view,18964,
1430624543758,96414,view,39767,
1430624546326,63608,view,26315,
1430624549446,129415,view,15980,
1430624555190,83752,view,26634,
1430624565485,28276,view,35961,
1430624565500,143392,view,41033,
1430624570478,171019,view,48413,
1430624574872,100931,view,10225,
1430624576095,111823,view,45632,
1430624580366,133194,view,4801,
1430624583214,24530,view,37217,
1430624587920,68929,view,17097,
1430624589271,133194,view,4801,
1430624594805,160768,view,5532,
1430624596240,202273,view,2080,
1430624597275,133194,view,4801,
1430624598677,110910,view,29727,
1430624599977,41318,view,40044,
1430624603313,80403,view,10038,
1430624605325,133194,view,4801,
1430624614388,10382,view,41837,
1430624615406,202244,view,5292,
1430624615594,34493,view,39137,
1430624624037,115530,view,15558,
1430624635450,166801,view,33918,
1430624638388,160768,view,9496,
1430624641206,26915,view,4855,
1430624642315,66682,view,3415,
1430624653827,125747,view,28645,
1430624655643,168627,view,22096,
1430624656753,44302,view,17308,
1430624661723,23183,view,42205,
1430624662303,679,view,218,
1430624662454,160768,view,465,
1430624665930,96414,view,27197,
1430624667986,100931,view,10225,
1430624675771,166801,view,46052,
1430624684502,75096,view,22866,
1430624686089,100931,view,43499,
1430624687481,82956,view,46925,
1430624688999,166801,view,46052,
1430624692251,34773,view,2149,
1430624698156,170754,view,9282,
1430624698187,115530,view,13015,
1430624698296,202244,view,21096,
1430624698609,166801,view,22866,
1430624701477,174551,view,47797,
1430624708090,82956,view,29114,
1430624709124,116823,view,47754,
1430624711385,188561,view,31752,
1430624717591,68902,view,24425,
1430624717968,166801,view,10126,
1430624718109,166801,view,22866,
1430624723820,115530,view,6121,
1430624725610,3032,view,8986,
1430624726012,47581,view,9110,
1430624727899,43934,view,33913,
1430624728412,201022,view,32806,
1430624728637,166801,view,22866,
1430624733178,13833,view,33570,
1430624738827,175031,view,12955,
1430624740503,82956,addtocart,29114,
1430624741003,202244,view,40002,
1430624741700,120019,view,34191,
1430624744175,41886,view,8073,
1430624746177,157226,view,1277,
1430624747260,183407,view,36274,
1430624748372,86674,view,2330,
1430624750705,144783,view,45808,
1430624773686,151689,view,2221,
1430624775956,47581,view,25211,
1430624780382,106179,view,34468,
1430624789479,166801,view,24999,
1430624792304,183612,view,788,
1430624792505,144783,view,45808,
1430624793365,169410,view,40868,
1430624794563,199909,view,6794,
1430624796488,166801,view,32823,
1430624802607,137677,view,11635,
1430624803482,43934,view,33913,
1430624806014,166801,view,22866,
1430624806891,98233,view,31001,
1430624809960,74679,view,44794,
1430624811198,94863,view,35902,
1430624812326,83961,view,26259,
1430624813618,61896,view,9260,
1430624814649,164292,view,20452,
1430624814915,74803,view,17728,
1430624817258,177771,view,25354,
1430624821860,83752,view,38930,
1430624826953,106179,view,34468,
1430624830023,202244,view,17846,
1430624830601,183407,addtocart,36274,
1430624831578,4567,view,26198,
1430624833049,168627,view,43987,
1430624840674,82715,view,44795,
1430624848523,41318,view,40044,
1430624849089,38190,view,35185,
1430624849401,20683,view,27417,
1430624856990,83752,view,26073,
1430624870677,95694,view,27524,
1430624875679,7887,view,29197,
1430624878578,102335,view,15657,
1430624879675,187977,view,24815,
1430624882075,82956,addtocart,49465,
1430624884239,34448,view,36431,
1430624884301,169086,view,34996,
1430624886799,134397,view,20569,
1430624890365,39462,view,5517,
1430624890837,61355,view,30769,
1430624892371,82956,view,49465,
1430624894032,7887,view,21785,
1430624895487,196425,view,38432,
1430624903847,53642,view,22700,
1430624905812,7887,view,29197,
1430624908560,171019,view,2120,
1430624910044,26757,view,7455,
1430624910473,163383,view,19965,
1430624923510,199115,view,25931,
1430624928687,53642,view,13632,
1430624933489,202244,addtocart,1921,
1430624935164,34493,view,29082,
1430624938629,202244,view,1921,
1430624938895,81434,view,28682,
1430624940333,166801,view,46052,
1430624941398,61355,view,46645,
1430624944466,97018,view,47110,
1430624944989,138269,view,46002,
1430624962703,135890,view,7486,
1430624968951,134397,view,26843,
1430624971996,175839,view,27453,
1430624973890,134397,view,20569,
1430624980359,121586,view,33570,
1430624981192,72680,view,20072,
1430624986300,144202,view,48654,
1430625001168,168355,view,34578,
1430625005415,61355,view,30769,
1430625010065,27319,view,43587,
1430625012136,124063,view,28728,
1430625013718,177771,view,25354,
1430625017645,202244,view,35165,
1430625020272,160058,view,26896,
1430625025020,21563,view,16373,
1430625034210,61355,view,43128,
1430625037005,187802,view,45921,
1430625039153,168355,view,4546,
1430625041573,91694,view,6184,
1430625048087,88715,view,4570,
1430625050309,28588,view,20099,
1430625052901,166801,view,24999,
1430625067563,115530,view,7156,
1430625068847,48073,view,42762,
1430625070269,71371,view,35085,
1430625071321,41065,view,20149,
1430625077165,137973,view,30267,
1430625077963,25810,view,44253,
1430625080080,76388,view,17080,
1430625082947,185958,view,21662,
1430625095305,71371,view,10817,
1430625096686,79132,view,47206,
1430625107249,22005,view,1595,
1430625107796,74177,view,31505,
1430625113165,18657,view,7934,
1430625116288,42879,view,21176,
1430625117404,49520,view,8572,
1430625122553,35595,view,43034,
1430625122648,16478,view,35087,
1430625123211,64014,view,14682,
1430625128097,81434,view,20274,
1430625130195,71371,view,35085,
1430625135169,82956,view,39039,
1430625136606,109872,view,29520,
1430625136736,61355,view,30769,
1430625143619,90191,view,47378,
1430625145054,155730,view,13473,
1430625145957,14582,view,9193,
1430625148256,183407,view,36274,
1430625148758,202244,view,25861,
1430625148804,184717,view,3721,
1430625149561,187545,view,41565,
1430625150951,34493,view,48634,
1430625159794,140442,view,32999,
1430625161150,81434,view,40083,
1430625162476,49520,addtocart,8572,
1430625166877,166591,view,20285,
1430625169058,90191,view,47378,
1430625169219,191959,view,15670,
1430625176299,113162,view,22000,
1430625179140,68467,view,9502,
1430625184904,81434,view,13195,
1430625188763,83752,view,26634,
1430625191636,49520,view,8572,
1430625200594,29034,view,27786,
1430625200749,81434,view,37849,
1430625207202,24530,view,33139,
1430625208583,102459,view,39114,
1430625209343,6733,view,28559,
1430625213017,171019,view,7531,
1430625214608,202244,view,25861,
1430625216247,29034,view,26865,
1430625222267,81434,view,11347,
1430625225534,58261,view,29925,
1430625233424,181414,view,3850,
